MD_ID,box,Dmd_m2_s,window_ps,can_SMILES,T_K,Dmd×10-9/m2·s-1,Dpred×10-9/m2·s-1,ln(Dmd×10-9/m2·s-1),ln(Dpred×10-9/m2·s-1),ref
102,35,8.088332855864358e-13,624.5,CCC1(CC)C(=O)NC(=O)NC1=O,300,0.0008088332855864,0.9501519869280608,-7.119917736818971,-0.05113332094392022,MD
255,35,3.1609241639134616e-12,1924.5,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,300,0.0031609241639134,0.9404674518495901,-5.756890837205889,-0.06137823812369355,MD
299,35,1.7138722941139917e-12,1824.5,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,300,0.0017138722941139,0.9441527278854918,-6.368999969100517,-0.05746733790861358,MD
307,35,4.238740827263406e-12,1449.5,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,300,0.0042387408272634,0.9371398190011877,-5.463489028546018,-0.064922788024035,MD
316,35,2.1066645988972967e-10,1949.5,COS(C)(=O)=O,300,0.2106664598897296,1.1302173769174046,-1.5574791550399647,0.1224099831771701,MD
422,35,1.573174620231841e-11,1499.5,CC1=CC(=O)C(C(C)C)=CC1=O,300,0.0157317462023184,0.9685678953895471,-4.152074557118449,-0.03193669493756364,MD
486,35,3.0145230089318517e-11,1574.5,C(#Cc1ccccc1)c1ccccc1,300,0.0301452300893185,0.946867185999945,-3.5017285743175837,-0.0545964427277534,MD
695,35,1.5033598589882843e-11,1449.5,C=CCN1C(=O)C=C(C)OS1(=O)=O,300,0.0150335985898828,0.9491620564837124,-4.197467676737446,-0.052175729425468234,MD
917,35,3.2613722466410704e-10,1949.5,CCC(C)C(C)C=O,300,0.326137224664107,1.1593256519912003,-1.1204370516310493,0.14783850158751802,MD
922,35,2.4887593291420758e-11,1299.5,C=C1CCC[C@]1(C)[C@]1(C)CC=C(C)CC1,300,0.0248875932914207,0.9373941242075645,-3.6933858610736565,-0.06465146169371354,MD
933,35,2.815438811376625e-12,699.5,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OC(C)=O,300,0.0028154388113766,0.945549241362577,-5.872637146279123,-0.05598931253313976,MD
952,35,1.2685236350841857e-12,524.5,C=C1CC[C@H](OC(C)=O)[C@]2(C)[C@@H](OC(C)=O)C[C@@H](O)/C(C)=C\[C@@H]3OC(=O)[C@H](C)[C@]3(O)[C@@H](OC(C)=O)[C@@H]12,300,0.0012685236350841,0.9376301474445821,-6.669901546789411,-0.0643997068318352,MD
953,35,1.5143392926808577e-12,1224.5,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3[C@@H](OC(C)=O)C[C@@H](O)[C@@]3(C)[C@@H](O)[C@H]12,300,0.0015143392926808,0.9037225843881488,-6.492776045586337,-0.10123284136276295,MD
957,35,5.158902432383435e-12,1924.5,C/C=C/C(O)P(=O)(OC)OC,300,0.0051589024323834,0.8620018527420789,-5.267031429016429,-0.1484978589679941,MD
971,35,6.454056481248005e-12,624.5,CCCCCC(O)/C=C/CC(CCCCCCC(=O)O)C(C)=O,300,0.006454056481248,0.9492081540073525,-5.0430464340352215,-0.052127164057770875,MD
1001,35,2.304516336719005e-12,1399.5,CCOCCOCCN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12,300,0.002304516336719,0.9870247603811761,-6.072884456777417,-0.013060153357565683,MD
1033,35,4.103918512401165e-12,1124.5,CC(C)(C)c1cc(C(C)(C)C)c(SC2OC(CO)C(O)C(O)C2O)c(O)c1O,300,0.0041039185124011,0.9244519944817293,-5.495813026963548,-0.0785541554288129,MD
1178,35,1.3146495067709864e-12,724.5,CC1=CC(O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,300,0.0013146495067709,0.931831159851049,-6.634185183654096,-0.07060363966591388,MD
1310,35,4.242002066242702e-12,1599.5,CCNCCCCNC/C=C(/CS)CNCCCCNCC,300,0.0042420020662427,0.9318895508452073,-5.462719935748134,-0.07054097899595162,MD
1351,35,4.1385111570162976e-12,1724.5,CCNCCCCNC/C=C\CNCCCCNCCCCNCC,300,0.0041385111570162,0.937265704789533,-5.48741917973423,-0.0647884672626664,MD
1372,35,2.5139125145868844e-11,1899.5,CCCC(CC)CCCCCCCN,300,0.0251391251458688,0.9669376574326204,-3.683329875714773,-0.03362125568714794,MD
1404,35,1.1228016905322828e-12,549.5,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34C5OC(=O)[C@@]3(OC3OC(=O)[C@H](O)C34[C@H](C(C)(C)C)[C@H]5OS(=O)(=O)C(F)(F)F)[C@@]12O,300,0.0011228016905322,0.9193812011768426,-6.791928207838029,-0.08405444265737537,MD
1443,35,1.105485287163803e-11,1724.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,300,0.011054852871638,0.9563765923300421,-4.504885773523117,-0.04460351846740613,MD
