MD_ID,box,Dmd_m2_s,window_ps,can_SMILES,T_K,Dmd×10-9/m2·s-1,Dpred×10-9/m2·s-1
1,35,2.803338317205583e-09,1949.5,Cl/C=C\CCl,300,2.803338317205583,1.4829096275600007
2,35,2.72094979792607e-09,1949.5,ClC=CCCl,300,2.72094979792607,1.5146830274875
6,35,5.0167012133068565e-11,1899.5,CCCCCCN1CCCC1=O,300,0.05016701213306857,1.1262809230025
19,35,1.2068241203442259e-12,924.5,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,300,0.001206824120344226,1.0110799146699996
20,35,1.6912307596317073e-12,899.5,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,300,0.0016912307596317073,1.0672050256674996
32,35,3.4543268241022647e-10,1949.5,CCOCCOC(C)=O,300,0.34543268241022645,1.835479701692501
33,35,1.0575897847030888e-10,1949.5,CCCCC(CC)CO,300,0.10575897847030888,1.33907666622
39,35,9.134096671488731e-11,1649.5,Cc1ccc(C(C)C)c(O)c1,300,0.09134096671488731,1.178058724390001
41,35,4.0855061874801817e-10,1949.5,COCCOC(C)=O,300,0.4085506187480182,1.9794715516624999
45,35,8.833506875273869e-11,1949.5,OCCOc1ccccc1,300,0.08833506875273868,1.5401776460825003
46,35,8.188836242445761e-11,1724.5,CCC(CO)c1ccccc1,300,0.08188836242445761,1.4957504469474996
47,35,4.080413253067764e-11,1824.5,CCCCC(CO)c1ccccc1,300,0.04080413253067764,1.1837986061949999
48,35,5.7852395357647357e-11,1349.5,CCCC(CO)c1ccccc1,300,0.05785239535764736,1.1639664685225006
49,35,9.975653022302692e-11,1949.5,CC(CO)c1ccccc1,300,0.09975653022302691,1.4800876116174997
52,35,2.3434966126368005e-11,1949.5,Oc1ccccc1-c1ccccc1,300,0.023434966126368004,1.1775748516025002
54,35,6.887615664816449e-11,1949.5,Cc1ccccc1N,300,0.06887615664816449,1.0769510076925
55,35,1.7581822652073792e-10,1949.5,CC(O)C(C)O,300,0.17581822652073792,2.00091525154
58,35,8.907583187762074e-11,1949.5,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,300,0.08907583187762073,1.3096459345825004
59,35,1.1045453046147464e-10,1949.5,Oc1c(Cl)cc(Cl)cc1Cl,300,0.11045453046147463,1.171655015842501
60,35,4.939157796619439e-12,1924.5,Cc1cc(N)ccc1N,300,0.004939157796619439,1.0689926791225002
68,35,6.230011123537263e-11,1899.5,Cc1ccc(O)cc1C,300,0.06230011123537263,1.152303942490001
76,35,4.521666924515776e-11,1049.5,Cc1cc(O)cc(C)c1Cl,300,0.045216669245157756,1.157072216605
82,35,3.6159099250251285e-11,1949.5,N#Cc1ccc(O)cc1,300,0.036159099250251285,1.494113330085001
83,35,1.1435782559782771e-10,1949.5,CCc1ccc(O)cc1,300,0.11435782559782771,1.1527934465050005
88,35,3.1682443662074937e-10,1949.5,CC(C)CC(C)O,300,0.3168244366207494,1.6724396784174997
91,35,9.336218613927748e-11,1949.5,O=[N+]([O-])c1ccc(O)cc1,300,0.09336218613927748,1.3254941708249999
93,35,7.0758028429316e-11,1924.5,OCCCCc1ccccc1,300,0.070758028429316,1.2600628575775006
98,35,9.101676144110637e-13,699.5,CCCCC1(CC)C(=O)NC(=O)NC1=O,300,0.0009101676144110636,1.1409822531525007
99,35,8.940624585817779e-13,1949.5,O=c1[nH]cc(F)c(=O)[nH]1,300,0.0008940624585817778,1.085497191735
102,35,8.088332855864356e-13,624.5,CCC1(CC)C(=O)NC(=O)NC1=O,300,0.0008088332855864356,1.2475461244400003
107,35,1.327876516253058e-12,1574.5,COc1c2occc2cc2ccc(=O)oc12,300,0.001327876516253058,1.091436522592501
117,35,4.121430255937784e-09,1949.5,C=CC=O,300,4.121430255937784,2.0930575180399997
119,35,3.583088282426333e-09,1949.5,C=CC#N,300,3.583088282426333,1.0747220143424994
122,35,5.832909141776698e-13,649.5,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12,300,0.0005832909141776697,1.1843414484299997
123,35,2.7669964391363907e-09,1949.5,C=CCO,300,2.7669964391363906,1.1469908660700003
126,35,2.546421439044732e-12,949.5,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,300,0.002546421439044732,1.1534561347200005
127,35,8.432397913702803e-13,1099.5,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,300,0.0008432397913702803,1.1213307099349998
130,35,8.36249997470511e-10,1949.5,COc1ccccc1,300,0.836249997470511,1.8450281579799994
131,35,7.654380390146758e-11,1574.5,COc1ccc(CO)cc1,300,0.07654380390146757,1.4718031946499996
132,35,2.176098379668688e-12,674.5,Cc1cc(=O)n(-c2ccccc2)n1C,300,0.002176098379668688,1.0067359812075003
140,35,3.802651062854822e-11,1924.5,O=C(O)c1ccccc1,300,0.03802651062854822,1.22255667187
141,35,1.4925600960556197e-11,1499.5,O=C(c1ccccc1)c1ccccc1,300,0.014925600960556198,1.5027008434075002
144,35,7.662758053047319e-12,1324.5,O=C(OCc1ccccc1)c1cccnc1,300,0.007662758053047319,1.0286934240175003
145,35,6.422242877822119e-11,1949.5,CC(=O)/C=C/c1ccccc1,300,0.0642224287782212,1.2550635598200013
148,35,4.317138046132736e-13,524.5,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,300,0.0004317138046132736,1.1441819386974996
149,35,4.2250170770645e-12,1449.5,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,300,0.0042250170770645,1.0112354528275
157,35,1.3206200888411584e-10,1949.5,O=C(O)C(Cl)Br,300,0.13206200888411584,1.2506456874275003
168,35,2.0935385266456e-12,1399.5,Cn1c(=O)c2c(ncn2C)n(C)c1=O,300,0.0020935385266455998,1.051774340830001
172,35,5.632679064617968e-11,1949.5,Cc1ccc(C(C)C)cc1O,300,0.05632679064617968,1.1551237336475007
