MD_ID,box,Dmd_m2_s,window_ps,can_SMILES,T_K,Dmd×10-9/m2·s-1,Dpred×10-9/m2·s-1
602,35,8.90966032082034e-11,1949.5,BrCCCCCCCCCCBr,300,0.0890966032082034,1.2151008604709996
603,35,5.132180042820077e-11,1899.5,BrCCCCCCCCCCCCBr,300,0.0513218004282007,1.3618637610344748
622,35,1.532522391942916e-10,1949.5,OCCCO,300,0.1532522391942916,1.5774309588933002
695,35,1.5033598589882843e-11,1449.5,C=CCN1C(=O)C=C(C)OS1(=O)=O,300,0.0150335985898828,1.0516634215474745
777,35,2.786869318315767e-12,1949.5,CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](C[C@H](O)[C@]3(C)[C@@H]2C(=O)C=C2[C@@H]4[C@@H](C)[C@H](C)[C@@H](O)C[C@]4(C)CC[C@]23C)[C@@]1(C)C(=O)O,300,0.0027868693183157,1.1701721148255368
795,35,3.399785544473864e-12,949.5,CCc1nc2ccccc2n1CCCCOc1ccc(Cl)cc1C,300,0.0033997855444738,1.0081511134643246
902,35,7.641231440850501e-13,1199.5,C[C@@H]1C(=O)O[C@H]2[C@@H]1O[C@]13O[C@@]4(CC[C@]5(C)C(=O)[C@](C)(O)[C@@]2(O)[C@H]15)C[C@]12OC(=O)C[C@H]1OC(C)(C)[C@@H]2[C@@H](O)C[C@H]4C3=O,300,0.000764123144085,1.2109710046714617
915,35,2.5252457957688027e-12,574.5,C=C1C(=O)[C@]23C[C@H]1C[C@H](OC(C)=O)[C@H]2[C@@]1(C)[C@H]([C@@H](OC(C)=O)[C@@H]3OC(C)=O)C(C)(C)[C@@H](O)C[C@@H]1O,300,0.0025252457957688,1.2565682376240368
917,35,3.2613722466410704e-10,1949.5,CCC(C)C(C)C=O,300,0.326137224664107,1.4446767014005497
922,35,2.4887593291420758e-11,1299.5,C=C1CCC[C@]1(C)[C@]1(C)CC=C(C)CC1,300,0.0248875932914207,1.0378725161840372
933,35,2.815438811376625e-12,699.5,CCCCCCCCCCCCNC(=O)[C@@H](OCc1ccccc1)[C@H]1OC(N=[N+]=[N-])[C@H](OC(C)=O)[C@H]1OC(C)=O,300,0.0028154388113766,1.033057050589625
942,35,2.195223073261232e-12,1349.5,C[N+](C)(C)C[C@@H](O)CC(=O)[O-],300,0.0021952230732612,1.1368114784249241
948,35,6.639220040816785e-11,1849.5,CC/C=C\C/C=C\C/C=C\C/C=C\CCSCC(=O)O,300,0.0663922004081678,1.406540329602162
952,35,1.2685236350841857e-12,524.5,C=C1CC[C@H](OC(C)=O)[C@]2(C)[C@@H](OC(C)=O)C[C@@H](O)/C(C)=C\[C@@H]3OC(=O)[C@H](C)[C@]3(O)[C@@H](OC(C)=O)[C@@H]12,300,0.0012685236350841,1.1349289008836494
953,35,1.5143392926808577e-12,1224.5,C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3[C@@H](OC(C)=O)C[C@@H](O)[C@@]3(C)[C@@H](O)[C@H]12,300,0.0015143392926808,1.0907362208870879
957,35,5.158902432383435e-12,1924.5,C/C=C/C(O)P(=O)(OC)OC,300,0.0051589024323834,1.0331072555746121
971,35,6.454056481248005e-12,624.5,CCCCCC(O)/C=C/CC(CCCCCCC(=O)O)C(C)=O,300,0.006454056481248,1.0788607199932496
987,35,2.436323780668717e-12,574.5,Cc1ccccc1Sc1ccc(C#N)c(C(F)(F)F)c1,300,0.0024363237806687,1.1892385069598872
1001,35,2.304516336719005e-12,1399.5,CCOCCOCCN(CCNc1ccnc2cc(Cl)ccc12)CCNc1ccnc2cc(Cl)ccc12,300,0.002304516336719,1.0052118276303998
1033,35,4.103918512401165e-12,1124.5,CC(C)(C)c1cc(C(C)(C)C)c(SC2OC(CO)C(O)C(O)C2O)c(O)c1O,300,0.0041039185124011,1.0089775919428625
1081,35,2.0142943118411645e-11,1299.5,CCCCOc1ccc(Oc2ccccc2)cc1,300,0.0201429431184116,2.94564135996705
1097,35,1.519499299302631e-11,1674.5,C1=C2CCCC3CC1CCC23,300,0.0151949929930263,1.3547983422393748
1115,35,7.641929432060318e-12,1799.5,CCCCCCCCCCNCCN,300,0.0076419294320603,1.3703462079100748
1118,35,4.271498813435706e-12,1374.5,CCCCCCCCCCCCCC1=C(O)C(=O)C=C(O)C1=O,300,0.0042714988134357,1.3871189283229248
1125,35,1.3697361539668386e-10,1599.5,CC(C)CCCCCCN,300,0.1369736153966838,1.1644743480391493
1138,35,2.0865373444592163e-11,1874.5,NCCCCCCCCN,300,0.0208653734445921,1.7410322666075768
1147,35,4.460532518404523e-11,1374.5,CCCCN(CCCC)C(=O)S,300,0.0446053251840452,1.1627502972732995
1148,35,1.4104839676574719e-11,1174.5,NCCOCCOCCN,300,0.0141048396765747,1.9508705714546255
1160,35,5.3421070124378415e-12,1349.5,CCCCCCCCCCCC1=NCCN1CCO,300,0.0053421070124378,1.3044439557358494
1161,35,4.0395799634043597e-11,1324.5,C=CCCCCCCCCCNO,300,0.0403957996340436,1.3143487358336996
1177,35,8.713979876841206e-12,1149.5,CCCCCCCCCCCCCCCCN,300,0.0087139798768412,2.0383003052442645
1178,35,1.3146495067709864e-12,724.5,CC1=CC(O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,300,0.0013146495067709,1.0143966092106995
1182,35,5.357186083295167e-11,1799.5,CCCCCCCCCCCCCCN(C)C,300,0.0535718608329516,1.1452213225620493
1251,35,1.0561625664912202e-12,1424.5,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@@H]4C(CC[C@]3(O)C2)[C@@]2(O)CC[C@H]([C@@H]3COC(=O)C3)[C@@]2(C)C[C@H]4O)[C@H](O)[C@H](O)[C@H]1O,300,0.0010561625664912,1.6088614304841746
1274,35,1.3961311862687529e-10,1949.5,C=CCCCCCCCCOC(C)=O,300,0.1396131186268752,1.5020626784076747
1279,35,1.994691630444386e-12,399.5,CCCCCCCCOCCCCOC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,300,0.0019946916304443,1.281135360815087
1301,35,1.0328446412293304e-12,1799.5,CC(CNCCCNCCNCCCNCO)[N+](=O)[O-],300,0.0010328446412293,1.6930449742113745
1306,35,1.0369421355386506e-11,1024.5,NCCCOCCOCCOCCCN,300,0.0103694213553865,1.433413369930076
1310,35,4.242002066242702e-12,1599.5,CCNCCCCNC/C=C(/CS)CNCCCCNCC,300,0.0042420020662427,1.0661779894910624
1317,35,5.3233474045301027e-11,1774.5,OCCOCCOCCOCCO,300,0.053233474045301,2.057283466812826
1331,35,2.458186820655446e-12,1674.5,CC(C)=CCC/C(C)=C\CCC(C)=CCNCCNCCNCCNCCN,300,0.0024581868206554,1.4676680993906752
1333,35,3.9480352585210484e-13,449.5,CC(=O)N1C2C3N(C(C)=O)C1C1N(C(C)=O)C(C(N1C(C)=O)N3C(C)=O)N2C(C)=O,300,0.0003948035258521,1.4021921837647249
1334,35,1.1686863425799288e-11,1649.5,CCCCCCCCC/C=C\CC/C=C/C(O)C(N)CO,300,0.0116868634257992,1.5152903578566999
1341,35,9.40299128364956e-11,1699.5,CCCCCCCCCCC/C=C/C(C)=O,300,0.0940299128364955,2.645432397370651
1351,35,4.1385111570162976e-12,1724.5,CCNCCCCNC/C=C\CNCCCCNCCCCNCC,300,0.0041385111570162,1.043861162772837
1355,35,7.933801760041618e-12,1249.5,CCNC/C=C\CNC/C=C\CNC/C=C\CNC/C=C\CNCC,300,0.0079338017600416,1.0088237954045622
1368,35,5.474604532175589e-12,1249.5,[C-]#[N+]c1ccccc1C=C1CCCCC1,300,0.0054746045321755,1.5071376794609244
1372,35,2.5139125145868844e-11,1899.5,CCCC(CC)CCCCCCCN,300,0.0251391251458688,1.0663099346142122
1374,35,1.634514134694779e-12,774.5,NCCCCCCCCCCNCCSSCCNCCCCCCCCCCN,300,0.0016345141346947,1.2090387668326497
1384,35,1.7473129508846905e-12,1724.5,CCNCCCCNCCCCNCCCCNC/C=C/CNCCCCNCCCCNCCCCNCC,300,0.0017473129508846,1.2936502312079117
1391,35,2.572118382695742e-13,674.5,C[C@@H]1C[C@H](O)[C@]2(O)O[C@@H]3C[C@@]4(C=O)[C@@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@@H](C6=CC(=O)OC6)[C@H](O)C[C@]54O)C[C@H]3O[C@@H]2O1,300,0.0002572118382695,1.8375824810933379
1404,35,1.1228016905322828e-12,549.5,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34C5OC(=O)[C@@]3(OC3OC(=O)[C@H](O)C34[C@H](C(C)(C)C)[C@H]5OS(=O)(=O)C(F)(F)F)[C@@]12O,300,0.0011228016905322,1.0323885561357748
1411,35,1.8483882631358533e-12,1224.5,CCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,300,0.0018483882631358,1.2278241131895367
1419,35,2.3579551356652312e-12,1224.5,CCCCCCCCCCCCCCCC(=O)NC(CCCN)C(=O)NC(CCCN)C(=O)NC(CCCN)C(N)=O,300,0.0023579551356652,1.2278241131895367
1426,35,3.8841785541940736e-12,1749.5,CC(C)=CCC/C(C)=C\CCC(C)=CCNCCNCCNCCNCCNCCN,300,0.003884178554194,1.4492982172963251
1430,35,2.9365381158824458e-12,1374.5,CC(C)=CCCC(C)=CCNCCNCCNCCNCCNCCN,300,0.0029365381158824,1.7814749146813134
1433,35,7.617603314371778e-12,849.5,NCCCCCCCCCCCN,300,0.0076176033143717,1.7001020866808263
1442,35,1.2675570238073045e-12,674.5,CCCCCCCCCCCCCCCCC(=O)NCCCCC(N)C(=O)NCCCNCCCCNCCCN,300,0.0012675570238073,1.3303065250021993
1443,35,1.105485287163803e-11,1724.5,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,300,0.011054852871638,1.1045531532294746
1454,35,3.39419917915886e-12,1624.5,NCCCCCCCCCNCCSSCCNCCCCCCCCCN,300,0.0033941991791588,1.22646145975435
