mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_rf__max_depth,param_rf__min_samples_leaf,param_rf__min_samples_split,param_rf__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.3443446636199951,0.016238012712380713,0.0012500286102294922,3.4319689881043955e-05,2,1,2,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 10}",0.2639505760637272,0.17867400898413988,0.14348944303953304,0.23638413729217023,0.2783111872021994,0.22016187051635394,0.051306645755877636,103
1.6697296619415283,0.0034535467596631835,0.002675628662109375,1.5682506489076496e-05,2,1,2,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 50}",0.2786652668167382,0.27847033072316807,0.2521954801231514,0.23544846029281707,0.3214467423274374,0.2732452560566624,0.02916076829401607,89
3.3549490928649903,0.006869590445109356,0.004485607147216797,6.287111944878084e-05,2,1,2,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.29710536462623494,0.29100565887993346,0.26193058925601853,0.24834774795927117,0.33669766428700865,0.2870174050016933,0.030693621360392862,83
6.690800189971924,0.014260101384051723,0.008147954940795898,8.75421597335486e-05,2,1,2,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.2905021556746187,0.281313353484536,0.2709690487216624,0.25235569764065646,0.33883286219358866,0.28679462354301244,0.028942207357246553,87
0.33681163787841795,0.0008481470724989731,0.0012137413024902344,6.762687415417904e-06,2,1,5,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 10}",0.2639505760637272,0.17867400898413988,0.14348944303953304,0.23638413729217023,0.2783111872021994,0.22016187051635394,0.051306645755877636,103
1.6701282024383546,0.0023631559373406955,0.0026680469512939454,1.2370777097410728e-05,2,1,5,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}",0.2786652668167382,0.27847033072316807,0.2521954801231514,0.23544846029281707,0.3214467423274374,0.2732452560566624,0.02916076829401607,89
3.347844696044922,0.005923075415539788,0.004464101791381836,2.2333802335626507e-05,2,1,5,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.29710536462623494,0.29091186523008206,0.26193058925601853,0.24834774795927117,0.33669766428700865,0.28699864627172306,0.030691206731242347,85
6.664968729019165,0.024418683863575173,0.008069849014282227,4.3970384829813274e-05,2,1,5,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.2904517024107165,0.28114690768641115,0.2738438002943292,0.25235569764065646,0.3387411983252824,0.2873078612714791,0.028622242844153455,82
0.3362538814544678,0.0010751788595263143,0.001216888427734375,1.2449925082089904e-05,2,1,10,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 10}",0.2639505760637272,0.17867400898413988,0.14348944303953304,0.23638413729217023,0.2783111872021994,0.22016187051635394,0.051306645755877636,103
1.669722080230713,0.003445933503331443,0.0026627540588378905,1.1424803373578987e-05,2,1,10,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 50}",0.2786652668167382,0.2784739438248306,0.2521954801231514,0.23544846029281707,0.3214467423274374,0.27324597867699496,0.029160897809848024,88
3.349227952957153,0.008753973739380026,0.004480218887329102,1.7746159666513852e-05,2,1,10,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",0.29710536462623494,0.2909241554989259,0.26193058925601853,0.24834774795927117,0.33669766428700865,0.28700110432549186,0.030691520532439998,84
6.686825323104858,0.028561187306006333,0.008153772354125977,0.00010983130118707237,2,1,10,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",0.2904517024107165,0.2811536927101972,0.2738438002943292,0.2500993802696131,0.3387411983252824,0.2868579548020277,0.029181794343686025,86
0.3360020637512207,0.0021576135706792864,0.001216888427734375,6.748551488377293e-06,2,2,2,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 10}",0.2629770615521937,0.14487881413759152,0.2517337172241565,0.2575525935977142,0.26020815729353486,0.23547006876103813,0.045447832193403405,101
1.648789072036743,0.015726604076320615,0.0026795387268066405,5.547319463893081e-06,2,2,2,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 50}",0.30655564401524826,0.22048062400296475,0.29739526493456103,0.2983763576608761,0.31398447889825365,0.2873584739023808,0.03397720773192173,80
3.3037061214447023,0.031148077514750263,0.004501485824584961,1.7072235342908717e-05,2,2,2,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.3170134880306724,0.21882552829200896,0.3000471874654529,0.3002891974528721,0.3214609074244368,0.2915272617330886,0.037364350851171596,75
6.588031530380249,0.04795691137559403,0.008235025405883788,0.000122720173207728,2,2,2,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.3089993114401943,0.22930765482462134,0.2844824989341478,0.2816818565764848,0.3341146018078752,0.2877171847166647,0.034825883450941765,77
0.3352109432220459,0.002201623807174664,0.0012194156646728516,5.061217074522147e-06,2,2,5,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 10}",0.2629770615521937,0.14487881413759152,0.2517337172241565,0.2575525935977142,0.26020815729353486,0.23547006876103813,0.045447832193403405,101
1.6474035739898683,0.018040598649652732,0.0026807308197021483,1.4186526533363352e-05,2,2,5,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}",0.30655564401524826,0.22048062400296475,0.29739526493456103,0.2983763576608761,0.31398447889825365,0.2873584739023808,0.03397720773192173,80
3.309680223464966,0.030475918056893314,0.004518318176269531,5.027216162913712e-05,2,2,5,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.3170134880306724,0.21882552829200896,0.3000471874654529,0.30125655655557027,0.3214609074244368,0.29172073355362826,0.03741169356258996,74
6.600428724288941,0.03846130239031128,0.008220100402832031,0.00010672597780275664,2,2,5,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.3089993114401943,0.2281445888660657,0.2844824989341478,0.2817311087614045,0.3341146018078752,0.28749442196193753,0.03521531368089805,78
0.33505921363830565,0.001962807704819678,0.0012115001678466796,4.454281863463113e-06,2,2,10,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 10}",0.2629770615521937,0.14487881413759152,0.2517337172241565,0.26796497351125104,0.25834244080408275,0.23717940144585511,0.04645938328143983,100
1.64420166015625,0.01617684236744069,0.0026825904846191407,1.777304566882853e-05,2,2,10,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 50}",0.3065366667596552,0.22215720794043836,0.29739526493456103,0.29997540798291644,0.3148348418672131,0.2881798778969568,0.03355744220900733,76
3.3061237812042235,0.03159395701357666,0.004489803314208984,1.120780356427467e-05,2,2,10,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",0.3170032982664681,0.21965675535323737,0.3004805142996432,0.3018887489840606,0.32092597026167835,0.2919910574330175,0.03705435954165585,73
6.602788257598877,0.047677484744501356,0.008198690414428712,9.602539067422096e-05,2,2,10,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 2, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",0.309172238716624,0.2276362247615057,0.28403669415009025,0.2823161018346323,0.3337225148799804,0.2873767548685665,0.03529495640856388,79
0.33322715759277344,0.001547501603717715,0.0012138843536376952,4.298416553396964e-06,2,4,2,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 10}",0.24143960045424862,0.15033867225141706,0.15115018318340223,0.2704886654028551,0.23168726081213797,0.2090208764208122,0.04926590292206037,106
1.637751579284668,0.0070562560262556785,0.0026685714721679686,1.1826522849601644e-05,2,4,2,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 50}",0.24753610152554628,0.21580568651871723,0.23924977969434402,0.2644270455011698,0.31464709259155665,0.2563331411662668,0.0330990390919241,98
3.291917562484741,0.02134598755317647,0.0044937610626220705,1.7146523183873657e-05,2,4,2,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 100}",0.25530444610121883,0.19789117647669063,0.2663885752977073,0.26376482883055696,0.31050121800022223,0.2587700489412792,0.03599264129734172,95
6.548044061660766,0.0514722566081123,0.008196163177490234,9.514178761537953e-05,2,4,2,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 2, 'rf__n_estimators': 200}",0.2628069420500815,0.1985783017345546,0.2619682960472516,0.2579038195554272,0.32690191992518536,0.26163185586250004,0.04062345190937325,92
0.3323543548583984,0.0018348744678823444,0.0012233734130859375,1.0078537382354123e-05,2,4,5,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 10}",0.24143960045424862,0.15033867225141706,0.15115018318340223,0.2704886654028551,0.23168726081213797,0.2090208764208122,0.04926590292206037,106
1.6357060432434083,0.009977485813701932,0.0026758670806884765,1.3506028463656048e-05,2,4,5,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 50}",0.24753610152554628,0.21580568651871723,0.23924977969434402,0.2644270455011698,0.31464709259155665,0.2563331411662668,0.0330990390919241,98
3.2917151927947996,0.020740817073245044,0.004488992691040039,1.8780000077929047e-05,2,4,5,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 100}",0.25530444610121883,0.19789117647669063,0.2663885752977073,0.26376482883055696,0.31050121800022223,0.2587700489412792,0.03599264129734172,95
6.545672988891601,0.04033192243027878,0.00813446044921875,3.158577398391238e-05,2,4,5,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 5, 'rf__n_estimators': 200}",0.2628069420500815,0.1985783017345546,0.2619682960472516,0.2579038195554272,0.32690191992518536,0.26163185586250004,0.04062345190937325,92
0.3334518909454346,0.0016874216148852785,0.0012136459350585937,1.6831743807528296e-06,2,4,10,10,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 10, 'rf__n_estimators': 10}",0.24143960045424862,0.15033867225141706,0.15115018318340223,0.2704886654028551,0.23168726081213797,0.2090208764208122,0.04926590292206037,106
1.6384065628051758,0.010972033597028417,0.0026783466339111326,5.718866100526791e-06,2,4,10,50,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 10, 'rf__n_estimators': 50}",0.2475081323634114,0.2173546071279744,0.23924977969434402,0.26442326151188567,0.31464709259155665,0.2566365746578344,0.03272477579432381,97
3.2856458187103272,0.02086979745628874,0.004483413696289062,5.756512786322692e-06,2,4,10,100,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 10, 'rf__n_estimators': 100}",0.25528545650684387,0.19877816505558077,0.2663885752977073,0.26376633920358894,0.3104559874525553,0.25893490470325525,0.035680453274862474,94
6.53414568901062,0.04686925449466029,0.008148097991943359,5.1239164689019267e-05,2,4,10,200,"{'rf__max_depth': 2, 'rf__min_samples_leaf': 4, 'rf__min_samples_split': 10, 'rf__n_estimators': 200}",0.2628341848384462,0.19901025154313579,0.2624336961734428,0.2579036841520116,0.32687763417503457,0.2618118901764142,0.04048284244101945,91
0.7685930252075195,0.005434778915665853,0.0012416362762451172,4.6240913095095285e-06,5,1,2,10,"{'rf__max_depth': 5, 'rf__min_samples_leaf': 1, 'rf__min_samples_split': 2, 'rf__n_estimators': 10}",0.622515089888179,0.4475056799413244,0.30285651266694924,0.4421028988559196,0.6009597317811692,0.48318798262670837,0.11727137554235664,52
