MD_ID,box,Dmd_m2_s,window_ps,can_SMILES,T_K,Dmd×10-9/m2·s-1,Dpred×10-9/m2·s-1
1321,35,6.7165042923529176e-12,1374.5,O=[N+]([O-])OCCN(CCO[N+](=O)[O-])CCN(CCO[N+](=O)[O-])CCO[N+](=O)[O-],300,0.0067165042923529,1.611175895462155
1323,35,2.080459501102236e-12,1149.5,NCCCCN(CCCN)Cc1ccc(CN(CCCN)CCCCN)cc1,300,0.0020804595011022,2.1925681762394063
1334,35,1.1686863425799288e-11,1649.5,CCCCCCCCC/C=C\CC/C=C/C(O)C(N)CO,300,0.0116868634257992,1.7801035634588498
1339,35,8.554029058894985e-12,1499.5,CCCCCCCCCCCCC(=O)CCCCCOC[C@H](O)CO,300,0.0085540290588949,1.3844462887606108
1344,35,1.10422408470308e-12,1749.5,N=C(N)NCCCNCCCCNCCCNC(=N)N,300,0.001104224084703,1.684967293992114
1351,35,4.1385111570162976e-12,1724.5,CCNCCCCNC/C=C\CNCCCCNCCCCNCC,300,0.0041385111570162,1.6668792669878183
1374,35,1.634514134694779e-12,774.5,NCCCCCCCCCCNCCSSCCNCCCCCCCCCCN,300,0.0016345141346947,1.5132775312388345
1375,35,1.1852770899115077e-12,774.5,CCCCCCCCS(=O)(=O)NCCCNCCCNCCCCNCCCN,300,0.0011852770899115,3.683878524216
1376,35,2.3932888959835663e-12,1749.5,CCCCCCCCCCCCS(=O)(=O)NCCCNCCCCNCCCN,300,0.0023932888959835,1.441524719993811
1379,35,2.188252957612267e-12,574.5,CCCCCCCCCCCCS(=O)(=O)NCCCNCCCNCCCCNCCCN,300,0.0021882529576122,1.371741734151199
1401,35,3.4640807189513948e-12,1549.5,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,300,0.0034640807189513,1.6989833901723934
1433,35,7.617603314371778e-12,849.5,NCCCCCCCCCCCN,300,0.0076176033143717,1.5985550967766076
1446,35,2.2269145104924416e-12,1199.5,NCCCNCCNCCNCCN,300,0.0022269145104924,1.4731196971186953
1449,35,2.161205667369665e-11,1174.5,CCCCCCCCCCCCCCCCOCCCN,300,0.0216120566736966,1.3844099307115458
1450,35,2.649098272982346e-12,1224.5,COCCOCCOCCOCCNC(=O)c1nc(N)c(C(=O)NCCOCCOCCOCCOC)nc1N,300,0.0026490982729823,1.6233880160121488
1457,35,1.1792162877048518e-12,1424.5,CC(=O)NCCCNCCNCCNCCN,300,0.0011792162877048,1.6066373160839822
