MD_ID,box,Dmd_m2_s,window_ps,can_SMILES,T_K,Dmd×10-9/m2·s-1,Dpred×10-9/m2·s-1,ln(Dmd×10-9/m2·s-1),ln(Dpred×10-9/m2·s-1),ref
1158,35,1.1627461452764145e-11,1449.5,CCCCCCCCCCCN1CCNCC1,300,0.0116274614527641,1.4188933966878394,-4.454385612049836,0.3498772696953945,MD
181,35,5.140384854899946e-12,1949.5,O=C(O)/C=C/c1ccccc1,300,0.0051403848548999,1.518711412482112,-5.270627327823875,0.41786222036476206,MD
61,35,4.732952703091065e-10,1949.5,COCCOCCO,300,0.4732952703091064,1.3945197599558268,-0.748035835128303,0.33255009790672574,MD
1209,35,3.536998413238012e-11,1424.5,CCCC(C)(C)SSC(C)(C)CCC,300,0.0353699841323801,1.8090706438307933,-3.3418917243828834,0.5928132569667578,MD
1020,35,3.634008916614577e-12,674.5,CC1(C)CCC[C@]2(C)[C@H]3C[C@@H](O)[C@]4(C)C5=C(CC[C@H]4[C@]3(C)CC[C@@H]12)COC5=O,300,0.0036340089166145,1.8311258883810075,-5.617418855347299,0.6049310172235303,MD
1061,35,2.289907127547237e-12,999.5,O=[N+]([O-])OCC(CO)(CO)CO,300,0.0022899071275472,1.6653089220287205,-6.079244017894636,0.5100106449782091,MD
442,35,9.888788239722716e-13,999.5,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,300,0.0009888788239722,1.3637292794722915,-6.918938757637699,0.3102230642622128,MD
824,35,1.1410213516604091e-11,149.5,Cc1ccc(NC(=O)c2c(Cl)n(C)c3ccccc23)cc1,300,0.011410213516604,1.3701249679829588,-4.4732464021715845,0.3149019531857792,MD
1360,35,6.83875577303557e-10,1949.5,CCCCSCCCC,300,0.6838755773035571,1.8129032925426494,-0.379979282433185,0.5949295892262801,MD
188,35,1.2894433627330978e-12,1449.5,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,300,0.001289443362733,1.411739298351487,-6.653544655489593,0.34482248912875146,MD
1164,35,2.5921658709824984e-12,1224.5,CCCCCCCCCCCCCC(=O)NO,300,0.0025921658709824,1.6033985801173118,-5.955261509105034,0.47212548908142493,MD
1169,35,2.337193175813746e-12,1374.5,CC(C)(C)C(=O)OCC1(CO)C/C(=C/CCCCCCCCCCCCCCCO)C(=O)O1,300,0.0023371931758137,1.3399492857725148,-6.05880456710098,0.2926317668082037,MD
2,35,2.72094979792607e-09,1949.5,ClC=CCCl,300,2.72094979792607,2.028392441254201,1.0009810097691187,0.7072435784745765,MD
1189,35,5.043660608471109e-12,899.5,CN(CCCN)CCCCCCCCN(C)CCCN,300,0.0050436606084711,1.6382054633046184,-5.2896231493306125,0.49360141303741156,MD
240,35,4.180088084090093e-12,1149.5,CCOC(=O)c1ccc(N)cc1,300,0.00418008808409,1.54893698677094,-5.477422959918695,0.43756888066598915,MD
1102,35,1.2004071175715597e-12,1224.5,CCCCCCCCS(=O)(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,300,0.0012004071175715,1.2988855722315018,-6.7250945150825014,0.26150664468714224,MD
948,35,6.639220040816785e-11,1849.5,CC/C=C\C/C=C\C/C=C\C/C=C\CCSCC(=O)O,300,0.0663922004081678,1.7351081727424331,-2.712175693131566,0.5510697588572828,MD
1108,35,2.381684504381736e-12,674.5,C=CCCCCCCCC[C@H](C(=O)OC)[C@@](O)(CCC(=O)OC)C(=O)OC,300,0.0023816845043817,1.398535692245261,-6.039947266703027,0.33542575513989414,MD
1454,35,3.39419917915886e-12,1624.5,NCCCCCCCCCNCCSSCCNCCCCCCCCCN,300,0.0033941991791588,1.5080268307921474,-5.685687428223566,0.4108020617299682,MD
756,35,8.305849070746979e-13,449.5,C/C(COc1ccccc1)=N\Nc1nc(-c2ccc(Cl)cc2Cl)cs1,300,0.0008305849070746,1.491779828863396,-7.093380398044444,0.3999699231064446,MD
199,35,4.809366868146908e-12,1524.5,CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,300,0.0048093668681469,1.3652821537865043,-5.337189831772113,0.3113611133468659,MD
658,35,3.433435155374924e-12,1649.5,CCC(C)(C)C(=O)NC(C)(C)c1ccccc1,300,0.0034334351553749,1.4021430193182676,-5.674194015949103,0.33800179433564875,MD
1023,35,4.111456250341479e-12,1624.5,C=C[C@@](C)(/C=C/c1ccc(O)c(C=O)c1)CCC=C(C)C,300,0.0041114562503414,1.7723054870664785,-5.493977994412224,0.5722812340886531,MD
